# File: A324.incelas_cwf.csv
# Title: CWF off road income elasticities
# Units: Unitless
# Column types: ccnnnnnnnnnnnnnnnnn
# ----------
region,energy-final-demand,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Africa_Eastern,agricultural energy use,0.033,0.017,0.007,0.003,0.006,0.035,0.065,-0.047,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Eastern,construction,0.033,0.017,0.007,0.003,0.006,0.035,0.065,-0.047,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Eastern,mining energy use,0.033,0.017,0.007,0.003,0.006,0.035,0.065,-0.047,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Northern,agricultural energy use,0.164,0.171,0.071,-0.003,-0.068,-0.093,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Northern,construction,0.164,0.171,0.071,-0.003,-0.068,-0.093,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Northern,mining energy use,0.164,0.171,0.071,-0.003,-0.068,-0.093,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Southern,agricultural energy use,0.049,0.035,0.028,0.026,0.043,0.091,0.001,-0.085,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Southern,construction,0.049,0.035,0.028,0.026,0.043,0.091,0.001,-0.085,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Southern,mining energy use,0.049,0.035,0.028,0.026,0.043,0.091,0.001,-0.085,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Western,agricultural energy use,0.053,0.04,0.04,0.057,0.111,0.013,-0.072,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Western,construction,0.053,0.04,0.04,0.057,0.111,0.013,-0.072,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Africa_Western,mining energy use,0.053,0.04,0.04,0.057,0.111,0.013,-0.072,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Argentina,agricultural energy use,0.01,-0.027,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Argentina,construction,0.01,-0.027,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Argentina,mining energy use,0.01,-0.027,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Australia_NZ,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Australia_NZ,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Australia_NZ,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Brazil,agricultural energy use,-0.001,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Brazil,construction,-0.001,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Brazil,mining energy use,-0.001,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Canada,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Canada,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Canada,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central America and Caribbean,agricultural energy use,0.164,0.096,0.027,-0.038,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central America and Caribbean,construction,0.164,0.096,0.027,-0.038,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central America and Caribbean,mining energy use,0.164,0.096,0.027,-0.038,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central Asia,agricultural energy use,0.155,0.07,-0.003,-0.05,-0.086,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central Asia,construction,0.155,0.07,-0.003,-0.05,-0.086,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Central Asia,mining energy use,0.155,0.07,-0.003,-0.05,-0.086,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
China,agricultural energy use,0.018,-0.023,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
China,construction,0.018,-0.023,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
China,mining energy use,0.018,-0.023,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Colombia,agricultural energy use,0.033,-0.01,-0.038,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Colombia,construction,0.033,-0.01,-0.038,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Colombia,mining energy use,0.033,-0.01,-0.038,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-12,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-12,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-12,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-15,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-15,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
EU-15,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Eastern,agricultural energy use,0.147,0.176,0.083,0.003,-0.061,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Eastern,construction,0.147,0.176,0.083,0.003,-0.061,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Eastern,mining energy use,0.147,0.176,0.083,0.003,-0.061,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Non_EU,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Non_EU,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Europe_Non_EU,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
European Free Trade Association,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
European Free Trade Association,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
European Free Trade Association,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
India,agricultural energy use,0.079,0.096,0.15,0.056,-0.028,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
India,construction,0.079,0.096,0.15,0.056,-0.028,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
India,mining energy use,0.079,0.096,0.15,0.056,-0.028,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Indonesia,agricultural energy use,0.187,0.082,-0.007,-0.056,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
